pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,st_teff,st_rad,discoverymethod,disc_year,ra,dec,sy_dist
"GJ 180 c","GJ 180",2.41000000,24.32900000000,0.1290000000,3371.00,0.413049,"Radial Velocity",2014,73.4600970,-17.7761940,11.94070000
"HAT-P-61 b","HAT-P-61",10.07687365,1.90231289000,0.0301000000,5587.00,0.938000,"Transit",2021,75.4801665,50.1311784,338.84000000
"HD 110067 d","HD 110067",2.85200000,20.51961700000,0.1362000000,5266.00,0.788000,"Transit",2023,189.8392243,20.0273377,32.15850000
"Kepler-1621 b","Kepler-1621",2.16000000,92.26371400000,0.4204000000,6158.00,1.240000,"Transit",2016,297.5885341,43.8411937,1631.66000000
"Kepler-1478 b","Kepler-1478",1.73000000,26.08405940000,0.1681000000,5904.00,1.060000,"Transit",2016,293.1650085,41.7461840,1845.58000000
"Kepler-203 c","Kepler-203",2.47000000,5.37064700000,0.0610000000,5821.00,1.114000,"Transit",2014,297.0899590,41.3880686,703.30200000
"Kepler-221 b","Kepler-221",1.71000000,2.79590600000,0.0370000000,5243.00,0.821000,"Transit",2014,296.6547477,46.8352242,385.23100000
"TOI-512 b","TOI-512",1.54000000,7.18886000000,,5277.00,0.890000,"Transit",2025,96.6467023,-38.6072095,67.39750000
"Kepler-386 b","Kepler-386",1.39000000,12.31043000000,0.0960000000,5178.00,0.767000,"Transit",2014,289.8589165,48.6938077,882.46200000
"Kepler-1502 b","Kepler-1502",3.18000000,41.70836290000,0.2482000000,6666.00,1.720000,"Transit",2016,296.1079271,39.3199201,1514.02000000
"WASP-166 b","WASP-166",7.06167000,5.44354000000,0.0641000000,6050.00,1.220000,"Transit",2019,144.8751047,-20.9824191,114.17300000
"Kepler-1591 b","Kepler-1591",1.27000000,8.18504949000,0.0794000000,6082.00,1.160000,"Transit",2016,296.5166659,44.6086233,1419.58000000
"Kepler-160 c","Kepler-160",3.76000000,13.69942900000,0.1192000000,5471.00,1.118000,"Transit",2014,287.7735730,42.8692755,937.01300000
"Kepler-1057 b","Kepler-1057",3.36000000,14.08827448000,0.1138000000,5987.00,1.100000,"Transit",2016,297.4521311,41.5580816,1201.82000000
"Kepler-115 b","Kepler-115",1.09000000,2.40367900000,0.0360000000,5979.00,1.205000,"Transit",2014,297.7119299,45.2619850,623.60900000
"Kepler-527 b","Kepler-527",2.84000000,13.28535633000,0.1164600000,6388.00,1.450000,"Transit",2016,290.9579130,47.4062673,750.04000000
"Kepler-1011 b","Kepler-1011",2.87000000,5.75322197400,0.0633000000,5416.00,0.880000,"Transit",2016,297.4015491,46.8239976,736.77900000
"TOI-1227 b","TOI-1227",9.57246952,27.36397000000,0.0886000000,3072.00,0.560000,"Transit",2022,186.7673635,-72.4518501,100.64100000
"Kepler-1600 b","Kepler-1600",3.13000000,386.37054800000,0.9814100000,5214.00,0.820000,"Transit",2016,291.3993802,38.7877563,1030.81000000
"Kepler-49 c","Kepler-49",2.44400000,10.91000000000,0.0782100000,4095.60,0.618000,"Transit",2012,292.2945208,40.5918123,311.22200000
"TOI-1420 b","TOI-1420",11.89000000,6.95610630000,0.0710000000,5510.00,0.923000,"Transit",2023,322.9418092,66.3490054,201.91800000
"KMT-2020-BLG-0414L b","KMT-2020-BLG-0414L",1.20000000,,2.0700000000,,,"Microlensing",2021,271.9150000,-28.4852222,1220.00000000
"Kepler-717 b","Kepler-717",2.42000000,4.40840023000,0.0520000000,5485.00,0.850000,"Transit",2016,292.9655071,43.3463450,2805.48000000
"Kepler-1566 b","Kepler-1566",0.79000000,0.53991523800,0.0119800000,5254.00,0.810000,"Transit",2016,283.5875459,40.5749018,466.58600000
"Kepler-1022 b","Kepler-1022",2.36000000,10.99469878000,0.0805000000,4445.00,0.680000,"Transit",2016,289.3520595,46.9736345,420.04200000
"HD 75784 b","HD 75784",13.80000000,341.20000000000,1.0320000000,4867.00,3.400000,"Radial Velocity",2014,133.0992289,13.2330548,85.43210000
"Kepler-1321 d","Kepler-1321",2.62843782,5.72092008600,0.0501000000,3640.00,0.503000,"Transit",2021,294.5285970,46.6408737,769.14600000
"Kepler-1340 b","Kepler-1340",1.55000000,0.66502691600,0.0152300000,6331.00,1.420000,"Transit",2016,296.2328099,42.4727965,981.77900000
"HD 73344 c","HD 73344",13.50000000,65.94000000000,0.3388000000,6148.00,1.220000,"Radial Velocity",2025,129.6894456,23.6852651,35.26000000
"Kepler-742 b","Kepler-742",3.24000000,8.36086823800,0.0744000000,4642.00,0.710000,"Transit",2016,283.8659676,46.7896522,489.25300000
"Kepler-936 b","Kepler-936",1.45000000,10.56134221000,0.0954000000,5482.00,0.890000,"Transit",2016,293.5777958,46.7362953,823.39900000
"TOI-216.01","TOI-216",10.10000000,34.52552800000,0.2069000000,5026.00,0.748000,"Transit",2019,73.9800129,-63.2603301,177.94500000
"Kepler-748 b","Kepler-748",2.52000000,7.40742793000,0.0745000000,5934.00,1.100000,"Transit",2016,292.2628779,37.2369732,1705.99000000
"GJ 367 c","GJ 367",1.86000000,11.53010000000,,3522.00,0.458000,"Radial Velocity",2023,146.1214640,-45.7790165,9.41263000
"Kepler-1349 b","Kepler-1349",0.70000000,2.12823928000,0.0342100000,6086.00,1.280000,"Transit",2016,286.3385562,48.7442697,276.32300000
"Kepler-1627 b","Kepler-1627",3.69000000,7.20283653000,0.0643000000,5445.00,0.840000,"Transit",2016,284.0566675,41.5767277,317.43700000
"Kepler-394 d","Kepler-394",1.50066814,5.61358022700,0.0590400000,6398.00,1.101000,"Transit",2021,296.3019792,50.6723115,1058.72000000
"Kepler-1601 b","Kepler-1601",0.82000000,2.20921951000,0.0328100000,5869.00,1.070000,"Transit",2016,285.5129496,38.0798390,644.45600000
"Kepler-1751 b","Kepler-1751",1.82417378,7.01731014300,0.0712000000,6052.00,0.967000,"Transit",2021,284.8465476,49.6923412,1291.47000000
"WASP-132 d","WASP-132",12.80000000,1816.60000000000,2.7100000000,4686.00,0.758000,"Radial Velocity",2024,217.6091998,-46.1595160,122.91000000
"Kepler-411 c","Kepler-411",4.42100000,7.83443500000,0.0739000000,4974.00,0.820000,"Transit",2016,287.6057027,49.5233937,153.67600000
"Kepler-283 c","Kepler-283",1.82000000,92.74371100000,0.3410000000,4351.00,0.566000,"Transit",2014,293.6137413,47.8389380,468.09400000
"Kepler-1086 b","Kepler-1086",2.44000000,18.78425728000,0.1198000000,4350.00,0.660000,"Transit",2016,295.2511870,45.8429537,466.08400000
"HD 158259 b","HD 158259",1.28228000,2.17800000000,,5801.89,1.210000,"Radial Velocity",2020,261.3495847,52.7904721,27.04980000
"Kepler-1023 b","Kepler-1023",2.63000000,62.13877140000,0.3028400000,5494.00,0.890000,"Transit",2016,289.0297232,49.7697034,694.17500000
"Kepler-1497 b","Kepler-1497",1.66000000,8.74199772000,0.0817000000,5675.00,0.950000,"Transit",2016,296.1961550,45.6343124,1122.00000000
"Kepler-981 b","Kepler-981",2.31000000,4.46975773600,0.0535000000,5718.00,0.960000,"Transit",2016,289.2489051,47.6501141,878.08200000
"K2-111 b","K2-111",1.82000000,5.35180000000,0.0565000000,5775.00,1.250000,"Transit",2017,59.8903081,21.2985263,200.39400000
"Kepler-436 c","Kepler-436",2.33000000,16.79713874000,0.1145200000,4685.00,0.710000,"Transit",2016,301.7207775,44.4120856,588.86700000
"HD 175167 b","HD 175167",12.30000000,1175.00000000000,2.4000000000,5635.00,1.750000,"Radial Velocity",2009,285.0033888,-69.9450664,71.08630000
"Kepler-139 c","Kepler-139",3.38000000,157.07287800000,0.5860000000,5594.00,1.300000,"Transit",2014,282.3919451,43.8894167,391.03800000
"Kepler-1743 b","Kepler-1743",1.59887007,7.64971017800,0.0840000000,5855.00,1.613000,"Transit",2021,290.5523552,48.1262575,538.80700000
"K2-173 b","K2-173",1.60826194,5.86869900000,,5580.00,0.843154,"Transit",2018,60.3752402,15.6251296,228.64100000
"WASP-154 b","WASP-154",10.76062147,3.81167800000,0.0440000000,4774.00,0.823000,"Transit",2025,327.7191734,-8.6359458,215.50100000
"Kepler-583 b","Kepler-583",2.28000000,6.51002530000,0.0689000000,5523.00,0.910000,"Transit",2016,282.1113206,42.3545514,867.27100000
"WASP-57 b","WASP-57",11.76945000,2.83891856000,0.0376900000,5600.00,0.927000,"Transit",2012,223.8199788,-2.0576866,398.27600000
"Kepler-1770 b","Kepler-1770",2.84141754,16.84189987000,0.1261000000,5602.00,1.009000,"Transit",2021,299.2502851,43.4103663,582.94200000
"Kepler-987 b","Kepler-987",3.26000000,105.30331480000,0.4238000000,5637.00,0.910000,"Transit",2016,289.4110582,46.1308443,914.12600000
"Kepler-385 d","Kepler-385",2.61864480,56.41590000000,0.2872000000,5829.00,1.157000,"Transit",2020,294.3385109,50.3365178,1432.61000000
"Gl 410 b","Gl 410",2.83000000,6.02000000000,0.0531000000,3842.00,0.543000,"Radial Velocity",2025,165.6604212,21.9669164,11.93240000
"Kepler-1201 b","Kepler-1201",2.29000000,15.18725932000,0.1183000000,6177.00,1.240000,"Transit",2016,294.6147908,40.8331158,944.24100000
"Kepler-1540 b","Kepler-1540",2.49000000,125.41311770000,0.4426000000,4540.00,0.690000,"Transit",2016,283.3445555,41.2017544,244.96000000
"TOI-2076 c","TOI-2076",3.69441587,21.01532700000,0.1420000000,5192.00,0.796000,"Transit",2021,217.3920159,39.7903991,41.90910000
"Kepler-176 c","Kepler-176",2.60000000,12.75971200000,0.1020000000,5232.00,0.891000,"Transit",2014,294.6679021,43.8532104,527.32100000
"HD 96700 c","HD 96700",1.69000000,19.88000000000,0.1410000000,5845.00,1.160000,"Radial Velocity",2021,166.9742616,-30.1751383,25.41110000
"Kepler-1568 b","Kepler-1568",1.30000000,20.92539200000,0.1515700000,5956.00,1.190000,"Transit",2016,289.1826808,47.8733301,916.31300000
"HATS-23 b","HATS-23",20.84874000,2.16051560000,0.0339700000,5780.00,1.199000,"Transit",2017,286.3667500,-50.0673496,639.00400000
"K2-147 b","K2-147",1.47286006,0.96193900000,0.0157500000,3690.00,0.578000,"Transit",2018,293.8330329,-28.4984750,90.54940000
"Kepler-247 d","Kepler-247",3.94000000,20.47791200000,0.1400000000,5100.00,0.768000,"Transit",2014,288.6425609,43.0393769,663.71100000
"Kepler-1552 b","Kepler-1552",2.47000000,184.77185300000,0.6011000000,5202.00,0.780000,"Transit",2016,291.6768669,38.8749152,769.09600000
"K2-398 b","K2-398",2.27400000,6.39302500000,,5946.00,1.239000,"Transit",2022,161.7349738,1.9367044,606.99200000
"K2-268 b","K2-268",1.50000000,2.15167600000,0.0308000000,5106.00,0.780000,"Transit",2018,133.7094899,11.8482712,327.78300000
"LkCa 15 c","LkCa 15",,,18.6000000000,4194.00,1.607110,"Imaging",2015,69.8241791,22.3508662,158.15200000
"Kepler-1542 c","Kepler-1542",0.65000000,2.89223021000,0.0387000000,5564.00,0.990000,"Transit",2016,285.7284757,42.6544651,399.11400000
"HD 30856 b","HD 30856",13.50000000,847.00000000000,1.8500000000,4895.00,4.400000,"Radial Velocity",2011,72.5745099,-24.3689282,131.19900000
"Kepler-173 c","Kepler-173",2.43000000,8.00577700000,0.0740000000,6031.00,0.949000,"Transit",2014,294.6466171,41.8840952,833.16500000
"TOI-1117 b","TOI-1117",2.46000000,2.22816000000,0.0330000000,5635.00,1.050000,"Transit",2025,273.6020606,-66.4199742,167.59800000
"Kepler-1445 b","Kepler-1445",0.96000000,10.60052251000,0.0958700000,6150.00,1.260000,"Transit",2016,280.2495197,43.9150665,506.35700000
"Kepler-1095 b","Kepler-1095",1.21000000,4.27103091000,0.0514000000,5658.00,0.920000,"Transit",2016,293.2624215,41.3650155,792.52200000
"Kepler-1123 b","Kepler-1123",1.67000000,4.33946454000,0.0497000000,5500.00,0.900000,"Transit",2016,294.5177291,50.6703927,704.32300000
"WASP-197 b","WASP-197",14.44837612,5.16722800000,0.0650000000,6050.00,2.112000,"Transit",2025,160.6307133,28.1986255,483.67500000
"Kepler-2000 b","Kepler-2000",2.73000000,6.38315913500,0.0562000000,3757.00,0.576000,"Transit",2023,285.5743032,49.9621218,320.58800000
"Kepler-1371 c","Kepler-1371",0.64000000,2.00541269000,0.0293700000,5361.00,0.830000,"Transit",2016,288.8314251,47.5519753,515.33400000
"Kepler-538 b","Kepler-538",2.21500000,81.73778000000,0.3554000000,5534.00,0.871700,"Transit",2016,297.4865503,49.6233975,155.95600000
"HD 189567 c","HD 189567",2.54000000,33.68800000000,0.1970000000,5726.00,1.040000,"Radial Velocity",2021,301.3959616,-67.3237992,17.90550000
"Kepler-1877 b","Kepler-1877",0.62408600,2.37756991400,0.0347200000,5615.00,0.936000,"Transit",2021,294.8669240,46.7904816,285.31200000
"Kepler-331 c","Kepler-331",1.84000000,17.28111000000,0.1050000000,4347.00,0.492000,"Transit",2014,291.8343455,39.3073462,580.11900000
"Kepler-543 b","Kepler-543",2.50000000,13.89961966000,0.1023000000,4671.00,0.670000,"Transit",2016,287.2187273,38.8625366,221.80200000
"HD 150010 b","HD 150010",13.30000000,562.00000000000,1.4000000000,4153.00,16.200000,"Radial Velocity",2022,247.8670682,72.6125804,144.49000000
"Gliese 12 b","Gliese 12",0.95800000,12.76140800000,0.0668000000,3296.00,0.261700,"Transit",2024,3.9579137,13.5576175,12.21000000
"Kepler-1105 b","Kepler-1105",2.01000000,4.42157218200,0.0471000000,4299.00,0.680000,"Transit",2016,281.1117588,42.4549698,318.00400000
"Kepler-1311 b","Kepler-1311",1.24000000,11.17269940000,0.1008200000,5748.00,1.400000,"Transit",2016,289.6512597,43.8244445,866.33100000
"LP 791-18 d","LP 791-18",1.03200000,2.75343600000,0.0199200000,2960.00,0.182000,"Transit",2023,165.6904843,-16.4064445,26.49270000
"K2-58 c","K2-58",1.62000000,2.53726000000,0.0350000000,5413.00,0.860000,"Transit",2016,333.8218395,-14.0498570,181.74600000
"Kepler-1449 b","Kepler-1449",1.68000000,13.22745280000,0.1176000000,5979.00,1.100000,"Transit",2016,288.2317293,50.5678345,2006.48000000
"HD 38801 b","HD 38801",12.50000000,685.25000000000,1.6230000000,5338.00,2.029000,"Radial Velocity",2009,86.9963141,-8.3280256,91.43490000
"Kepler-389 c","Kepler-389",1.46000000,14.51143000000,0.1100000000,5376.00,0.792000,"Transit",2014,291.9600082,44.9000587,816.55900000
"Kepler-147 c","Kepler-147",2.43000000,33.41642300000,0.2160000000,6012.00,1.468000,"Transit",2014,287.9757213,39.0871680,1042.02000000
"GJ 1265 b","GJ 1265",2.63000000,3.65110000000,0.0260000000,3236.00,0.192000,"Radial Velocity",2018,333.4324675,-17.6870623,10.25250000
"Kepler-604 b","Kepler-604",2.59000000,25.85501786000,0.1735000000,5890.00,1.030000,"Transit",2016,292.3159795,42.6262429,1026.49000000
"WASP-175 b","WASP-175",13.54047200,3.06529070000,0.0440300000,6229.00,1.204000,"Transit",2019,166.3187996,-34.1227453,539.36000000
"K2-12 b","K2-12",2.44000000,8.28246000000,0.0792000000,5672.00,1.117000,"Transit",2015,173.1919022,2.2446794,326.38100000
"GJ 514 b","GJ 514",2.13000000,140.43000000000,0.4220000000,3728.00,0.500000,"Radial Velocity",2022,202.5040424,10.3725387,7.61778000
"Kepler-92 c","Kepler-92",2.60000000,26.72300000000,0.1905400000,5883.00,1.700000,"Transit",2013,289.0860607,41.5630224,477.99200000
"Kepler-1635 b","Kepler-1635",3.64000000,469.63111000000,1.1266400000,5347.00,0.850000,"Transit",2016,285.3490542,45.5561768,1069.45000000
"Kepler-667 b","Kepler-667",4.73000000,41.43962808000,0.2288000000,5327.00,0.870000,"Transit",2016,295.5549918,49.0172956,2302.45000000
"Kepler-1709 b","Kepler-1709",3.12424875,65.70459747000,0.3270400000,5918.00,1.043000,"Transit",2021,283.3748873,43.7883708,273.94600000
"K2-158 c","K2-158",1.28000000,5.90279000000,0.0622000000,5503.00,0.950000,"Transit",2018,179.9397081,-5.7216879,197.29900000
"EPIC 220674823 b","EPIC 220674823",1.67600000,0.57131270000,0.0131400000,5578.00,0.990000,"Transit",2016,13.0800239,10.7947051,244.59000000
"Kepler-167 b","Kepler-167",1.71800000,4.39315390000,0.0482500000,4884.00,0.749000,"Transit",2014,292.6585253,38.3455558,341.90800000
"Kepler-127 c","Kepler-127",2.66000000,29.39319500000,0.2000000000,6106.00,1.359000,"Transit",2014,285.1899439,46.0280596,352.79400000
"Kepler-111 c","Kepler-111",7.08407580,224.77833000000,0.7510000000,5914.00,1.145000,"Transit",2014,291.6531630,44.6882613,657.22300000
"Kepler-890 b","Kepler-890",8.89000000,52.75875577000,0.2944000000,5954.00,1.130000,"Transit",2016,288.4357180,43.7634712,1712.12000000
"MASCARA-4 b","MASCARA-4",16.98160576,2.82409320000,0.0474000000,7800.00,1.790000,"Transit",2020,147.5800667,-66.1139253,170.69600000
"Kepler-175 b","Kepler-175",2.56000000,11.90351500000,0.1050000000,6064.00,1.010000,"Transit",2014,289.5532320,43.8761160,1312.34000000
"KOI-94 e","KOI-94",6.56000000,54.32031000000,0.3046000000,6182.00,1.520000,"Transit",2013,297.3330716,41.8911186,477.05200000
"Kepler-374 c","Kepler-374",1.10000000,3.28280700000,0.0420000000,5977.00,0.911000,"Transit",2014,294.1378921,42.3704075,1265.61000000
"WASP-56 b","WASP-56",10.53646000,4.61710000000,0.0561400000,5600.00,0.960000,"Transit",2012,183.3660401,23.0556870,321.08400000
"Kepler-557 b","Kepler-557",2.67000000,3.70598955100,0.0469000000,6068.00,1.160000,"Transit",2016,293.7084179,41.6151084,2097.12000000
"Kepler-1904 b","Kepler-1904",1.39049940,4.57702016800,0.0436000000,3805.00,0.497000,"Transit",2021,288.8744026,51.1542215,270.85400000
"GPX-1 b","GPX-1",16.47720163,1.74457900000,0.0338000000,7000.00,1.560000,"Transit",2021,38.3691648,56.0257080,655.01300000
"Kepler-186 e","Kepler-186",1.27000000,22.40770400000,0.1100000000,3788.00,0.472000,"Transit",2014,298.6527360,43.9549884,177.59400000
"Kepler-1902 b","Kepler-1902",1.17563613,3.82222008700,0.0385000000,3729.00,0.514000,"Transit",2021,292.7376545,42.0147792,344.33700000
"Kepler-747 b","Kepler-747",5.27000000,35.61760587000,0.1916000000,5096.00,0.780000,"Transit",2016,288.4165196,41.0298175,3347.16000000
"DH Tau b","DH Tau",30.26430000,,330.0000000000,4371.00,0.270000,"Imaging",2004,67.4231674,26.5493897,134.84600000
"HD 134606 f","HD 134606",2.24000000,26.91500000000,0.1784000000,5576.00,1.158000,"Radial Velocity",2024,228.8103897,-70.5203328,26.79090000
"GJ 3998 d","GJ 3998",2.34000000,41.78000000000,0.1890000000,3726.00,0.500000,"Radial Velocity",2025,259.0020507,11.0561751,18.14590000
"HIP 5763 b","HIP 5763",14.20000000,30.01400000000,0.1700000000,4352.00,0.750378,"Radial Velocity",2021,18.4953430,16.4942738,31.90430000
"Kepler-1044 b","Kepler-1044",2.67000000,6.77408868000,0.0741000000,5985.00,1.110000,"Transit",2016,293.1444017,46.6662155,1278.96000000
"TOI-2093 c","TOI-2093",2.30000000,53.81149000000,0.2570000000,4426.00,0.729000,"Transit",2025,302.7375229,70.8696532,82.79820000
"Kepler-316 b","Kepler-316",1.06000000,2.24050800000,0.0270000000,4204.00,0.520000,"Transit",2014,290.8258350,44.1838993,384.93800000
"Kepler-1085 c","Kepler-1085",3.26817741,56.77710000000,0.2979800000,5816.00,1.078300,"Transit",2020,287.4776359,46.1411685,1364.53000000
"Kepler-1585 b","Kepler-1585",1.79000000,3.58274630000,0.0445000000,5538.00,0.910000,"Transit",2016,296.1589897,44.5630457,944.46500000
"Kepler-1856 b","Kepler-1856",1.73447868,1.30200004600,0.0215000000,4948.00,0.816000,"Transit",2021,295.9091695,51.3478777,848.76000000
"Kepler-116 b","Kepler-116",3.42000000,5.96873400000,0.0690000000,6142.00,1.454000,"Transit",2014,294.7420605,43.5367842,955.16800000
"Kepler-1958 b","Kepler-1958",2.05124311,9.32861995700,0.0856000000,5749.00,0.864000,"Transit",2021,289.1041643,41.6901138,1320.38000000
"TOI-5238 b","TOI-5238",5.22000000,4.87217100000,,5631.00,1.022830,"Transit",2022,223.3588909,68.8594720,290.64600000
"HD 12648 b","HD 12648",13.40000000,133.60001000000,0.5400000000,4835.00,11.020000,"Radial Velocity",2015,34.7480718,85.7365329,182.19200000
"Kepler-1301 b","Kepler-1301",1.40000000,9.08237046000,0.0815000000,5188.00,0.810000,"Transit",2016,286.6041816,42.4403309,854.28000000
"Kepler-879 c","Kepler-879",0.40000000,0.64671600000,,5456.75,1.022000,"Transit",2024,295.8065515,50.9097521,802.67200000
"HD 33142 d","HD 33142",9.32000000,89.90000000000,0.4520000000,5025.40,4.170000,"Radial Velocity",2022,76.8980559,-13.9863374,121.37500000
"Kepler-1695 b","Kepler-1695",1.11948901,4.73290000000,0.0529000000,5473.19,0.987155,"Transit",2020,293.6193001,46.4134015,791.17500000
"TOI-1266 b","TOI-1266",2.52000000,10.89450000000,0.0730000000,3563.00,0.423200,"Transit",2020,197.9965833,65.8336973,36.01180000
"Kepler-1103 b","Kepler-1103",2.27000000,19.79191978000,0.1533600000,6092.00,1.150000,"Transit",2016,287.3821348,49.4524247,1331.92000000
"TOI-470 b","TOI-470",4.34000000,12.19148000000,0.1190000000,5190.00,0.831000,"Transit",2023,94.0099043,-25.0314111,130.46000000
"HIP 114933 b","HIP 114933",13.40000000,1481.60000000000,2.8400000000,4823.00,5.270000,"Radial Velocity",2021,349.2071949,-21.2033101,101.76600000
"11 Com b","11 Com",12.20000000,323.21000000000,1.1780000000,4874.00,13.760000,"Radial Velocity",2007,185.1787793,17.7932516,93.18460000
"Kepler-1162 c","Kepler-1162",1.81000000,59.28406400000,0.2832000000,5225.00,0.859000,"Transit",2023,283.2920273,45.4339813,940.21100000
"TOI-2266 b","TOI-2266",1.54000000,2.32631800000,0.0200000000,3200.00,0.240000,"Transit",2024,245.2800398,31.5770413,51.60040000
"Kepler-686 b","Kepler-686",12.15000000,1.59474546300,0.0258000000,5649.00,0.920000,"Transit",2016,285.2138190,39.0274660,1490.94000000
"Kepler-184 b","Kepler-184",2.36000000,10.68757600000,0.0920000000,5788.00,0.873000,"Transit",2014,291.9518784,43.0746172,610.32600000
"GJ 3512 b","GJ 3512",14.30000000,203.10900000000,0.3376000000,3141.00,0.139000,"Radial Velocity",2019,130.3316616,59.4918364,9.48637000
"HAT-P-56 b","HAT-P-56",16.92559000,2.79083000000,0.0423000000,6566.00,1.470000,"Transit",2015,100.8480137,27.2521823,320.63900000
"Kepler-1112 b","Kepler-1112",3.02000000,14.36267939000,0.1239000000,6496.00,1.540000,"Transit",2016,296.9687937,47.7514799,1671.28000000
"Kepler-345 c","Kepler-345",1.20000000,9.38742700000,0.0770000000,4504.00,0.623000,"Transit",2014,295.2288521,45.9710432,260.00000000
"COCONUTS-2 b","COCONUTS-2 A",12.44196858,402000000.00000000000,7506.0000000000,3406.00,0.388000,"Imaging",2021,117.3009140,-76.7026960,10.88640000
"WASP-116 b","WASP-116",13.67495645,6.61320000000,0.0650000000,6250.00,1.426000,"Transit",2025,35.2157609,-1.8260419,559.24300000
"TOI-1685 b","TOI-1685",1.42100000,0.66913923000,0.0116400000,3470.00,0.462000,"Transit",2021,68.5939529,43.0370395,37.61530000
"Kepler-1820 b","Kepler-1820",3.11883067,31.03249931000,0.1964000000,5841.00,0.931000,"Transit",2021,296.7127400,48.2722828,1425.39000000
"Kepler-993 b","Kepler-993",2.97000000,22.08557563000,0.1300000000,3843.00,0.540000,"Transit",2016,292.6141076,44.3946644,324.42300000
"Kepler-261 c","Kepler-261",2.00000000,24.57085800000,0.1560000000,5098.00,0.794000,"Transit",2014,291.3647333,37.6092390,317.49900000
"Kepler-1560 b","Kepler-1560",0.89000000,3.03195744000,0.0417500000,5815.00,1.020000,"Transit",2016,292.7846013,43.2160100,502.49700000
"WASP-130 b","WASP-130",9.97601000,11.55098000000,0.1012000000,5625.00,0.960000,"Transit",2016,203.1060194,-42.4752733,172.25600000
"HD 332231 b","HD 332231",9.07303305,18.71202400000,0.1450000000,6128.00,1.266000,"Transit",2020,306.7411340,33.7443882,80.66650000
"HD 39091 b","HD 39091",12.30000000,2088.80000000000,3.2800000000,5998.00,1.170000,"Radial Velocity",2001,84.2992798,-80.4646041,18.27020000
"Kepler-233 c","Kepler-233",2.71000000,60.41895500000,0.2870000000,5360.00,0.758000,"Transit",2014,296.3665054,51.3194548,856.41700000
"Kepler-218 d","Kepler-218",2.66000000,124.52446470000,0.4988400000,5542.00,1.020000,"Transit",2016,295.4128785,46.2665801,656.38000000
"TOI-6002 b","TOI-6002",1.65000000,10.90482100000,0.0572200000,3229.00,0.243200,"Transit",2024,299.6142524,32.2871702,32.02660000
"Kepler-1360 b","Kepler-1360",3.40000000,40.52864130000,0.2866000000,6778.00,1.830000,"Transit",2016,300.3440482,45.6231826,1516.27000000
"EPIC 220554210 c","K2-282",1.60000000,0.70531000000,,5499.00,1.000000,"Transit",2019,13.4321524,7.9952914,496.28900000
"Kepler-270 b","Kepler-270",2.01000000,11.47609400000,0.1070000000,6067.00,1.461000,"Transit",2014,282.2001207,44.4222795,948.78100000
"Kepler-215 d","Kepler-215",2.39000000,30.86442300000,0.1850000000,5739.00,1.027000,"Transit",2014,294.9735313,45.2136867,485.99700000
"Kepler-1867 b","Kepler-1867",1.15985997,9.88735961900,0.0872000000,5693.00,0.816000,"Transit",2021,294.9971007,43.4358698,680.58300000
"HD 20782 b","HD 20782",13.60000000,597.06430000000,1.3649000000,5782.13,1.126810,"Radial Velocity",2006,50.0166232,-28.8543535,35.98640000
"Kepler-48 b","Kepler-48",1.88000000,4.77800000000,0.0539400000,5194.00,0.890000,"Transit",2012,299.1393094,40.9489390,306.73800000
"Kepler-1380 b","Kepler-1380",1.43000000,10.31082450000,0.0917000000,5570.00,0.940000,"Transit",2016,288.1160421,42.4403832,2462.94000000
"Kepler-693 b","Kepler-693",10.18000000,15.37563332000,0.1121000000,4881.00,0.720000,"Transit",2016,283.2535270,40.3582155,1151.51000000
"K2-54 b","K2-54",2.61169250,9.78330000000,0.0761000000,3990.00,0.643000,"Transit",2016,338.0541631,-17.5440636,174.95500000
"Kepler-1834 c","Kepler-1834",1.22000000,0.76669151700,0.0150000000,4821.00,0.788000,"Transit",2023,294.6646789,39.7838461,500.39500000
"Kepler-1416 b","Kepler-1416",0.88000000,1.49514952000,0.0257000000,6019.00,1.150000,"Transit",2016,298.6634624,43.8940593,949.59000000
"Kepler-292 e","Kepler-292",2.67000000,11.97901000000,0.0970000000,5299.00,0.826000,"Transit",2014,295.7661979,42.4242822,1056.48000000
"Kepler-653 b","Kepler-653",1.95000000,14.70748976000,0.1194500000,5665.00,1.190000,"Transit",2016,282.2130447,46.7177898,595.63400000
"TOI-1751 b","TOI-1751",2.95078450,37.46852000000,0.2150000000,5970.00,1.313700,"Transit",2024,243.4888534,63.5335297,113.33500000
"TOI-771 c","TOI-771",1.50000000,7.61000000000,0.0460000000,3370.00,0.232000,"Radial Velocity",2025,164.1138903,-72.9851736,25.27880000
"GJ 433 d","GJ 433",2.14000000,36.05900000000,0.1780000000,3461.00,0.500000,"Radial Velocity",2020,173.8619194,-32.5436302,9.06456000
"HD 106315 b","HD 106315",2.44000000,9.55237000000,0.0907000000,6327.00,1.296000,"Transit",2017,183.4724742,-0.3934357,109.35300000
"K2-268 c","K2-268",2.69000000,9.32752700000,0.0819000000,5106.00,0.780000,"Transit",2018,133.7094899,11.8482712,327.78300000
"Kepler-1485 b","Kepler-1485",1.47000000,19.91577250000,0.1473200000,6087.00,1.120000,"Transit",2016,298.0954404,44.7370612,615.66000000
"Kepler-1134 b","Kepler-1134",2.64000000,17.13263989000,0.1242000000,5281.00,0.810000,"Transit",2016,295.5678578,42.4781064,944.44500000
