pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,st_teff,st_rad,discoverymethod,disc_year,ra,dec,sy_dist
"Kepler-416 c","Kepler-416",2.35200000,12.20900000000,0.1045400000,5718.00,1.075000,"Transit Timing Variations",2014,291.5569554,39.2272923,690.81900000
"HD 202206 c","HD 202206",12.20000000,1260.00000000000,2.4100000000,5766.00,1.040000,"Radial Velocity",2004,318.7405221,-20.7897284,45.96650000
"Kepler-769 c","Kepler-769",1.79000000,15.98701740000,0.1297000000,6186.00,1.280000,"Transit",2016,292.7130925,38.3581685,1169.57000000
"Kepler-1900 b","Kepler-1900",1.62314676,2.98622989700,0.0420000000,6173.00,1.041000,"Transit",2021,291.8863206,44.4790319,1540.43000000
"Kepler-1466 b","Kepler-1466",1.55000000,31.17504480000,0.1798100000,5884.00,1.020000,"Transit",2016,289.8312418,44.6098415,631.94900000
"K2-405 b","K2-405",4.56900000,3.43547100000,,4927.00,0.765000,"Transit",2022,164.3759959,12.5356140,197.23400000
"K2-124 b","K2-124",2.90000000,6.41365100000,0.0490000000,3570.00,0.388000,"Transit",2017,133.6410515,23.1329509,140.38500000
"Kepler-322 b","Kepler-322",1.01000000,1.65388800000,0.0270000000,5388.00,0.890000,"Transit",2014,281.3487514,44.2952525,400.48000000
"Kepler-1317 b","Kepler-1317",1.56000000,0.56887442700,0.0128000000,5144.00,0.790000,"Transit",2016,291.6118842,42.1159787,728.30300000
"Kepler-1673 b","Kepler-1673",2.93551940,33.78880000000,0.2136300000,6014.95,1.131660,"Transit",2020,285.6671724,48.7195865,727.18700000
"Kepler-740 b","Kepler-740",4.57000000,3.58410121600,0.0462000000,5438.00,0.870000,"Transit",2016,286.4822566,46.6924560,1442.02000000
"EPIC 201754305 d","K2-16",1.03000000,2.71578000000,,4761.00,0.544000,"Transit",2019,175.0972238,4.5574311,334.96700000
"TOI-4600 b","TOI-4600",6.80000000,82.68690000000,0.3490000000,5170.00,0.810000,"Transit",2023,258.4503674,64.5661727,216.05600000
"Kepler-567 b","Kepler-567",2.25000000,16.54297375000,0.1229000000,5148.00,0.790000,"Transit",2016,297.6726072,48.3023458,558.81000000
"TOI-1338 b","TOI-1338 A",7.66100000,95.40010000000,0.4607000000,5723.20,1.313000,"Transit",2020,92.1330955,-59.5409853,399.01700000
"Kepler-888 b","Kepler-888",1.76000000,70.69790610000,0.3148100000,5875.00,0.900000,"Transit",2016,295.5212866,49.7386804,420.81700000
"Kepler-1972 b","Kepler-1972",0.80200000,7.54425000000,0.0800600000,5818.00,1.384000,"Transit",2022,288.3953074,39.8725067,287.33900000
"HIP 19976 b","HIP 19976",4.94000000,50.65905000000,0.2340000000,4316.00,0.772319,"Radial Velocity",2022,64.2597881,-40.7985198,40.27070000
"HD 89744 b","HD 89744",12.60000000,256.78000000000,0.9170000000,6291.00,2.132570,"Radial Velocity",1999,155.5433193,41.2289354,38.63640000
"Kepler-648 b","Kepler-648",3.22000000,17.42117490000,0.1332400000,5741.00,0.980000,"Transit",2016,283.8996207,45.0169137,636.03000000
"Kepler-1744 b","Kepler-1744",3.76754004,37.10110092000,0.2094500000,5986.00,0.850000,"Transit",2021,291.0206823,42.4624633,1091.63000000
"HIP 12961 b","HIP 12961",13.20000000,57.43500000000,0.2500000000,3901.00,0.650000,"Radial Velocity",2010,41.6800749,-23.0860048,23.37100000
"TOI-1346 b","TOI-1346",2.39000000,1.76225380000,,5099.00,0.780000,"Transit",2025,256.6226752,68.8433031,115.45000000
"BD+37 3172 b","BD+37 3172",12.40000000,1887.76000000000,4.6500000000,4500.00,50.240000,"Radial Velocity",2023,278.8155071,38.1153886,454.25100000
"Kepler-95 b","Kepler-95",3.42000000,11.52310000000,0.1023200000,5699.00,1.410000,"Transit",2014,284.4824281,44.3978910,445.65600000
"Kepler-1670 b","Kepler-1670",3.35648010,20.49980000000,0.1528000000,5838.00,1.518890,"Transit",2020,290.3264599,43.1217550,2065.98000000
"Kepler-1308 b","Kepler-1308",0.52000000,2.10433811900,0.0250000000,3468.00,0.340000,"Transit",2016,285.9287514,38.5207097,112.70500000
"Kepler-404 c","Kepler-404",1.72000000,14.75116600000,0.1180000000,5654.00,0.884000,"Transit",2014,286.3985796,45.3435241,812.52400000
"HD 207897 b","HD 207897",2.34302132,16.20166000000,0.1170000000,5106.00,0.782700,"Transit",2021,325.2016451,84.3337613,28.29380000
"Kepler-1400 b","Kepler-1400",1.62000000,9.06689421000,0.0771000000,5044.00,0.780000,"Transit",2016,286.2716827,45.4408055,752.23700000
"HD 96992 b","HD 96992",13.70000000,514.00000000000,1.2400000000,4725.00,7.430000,"Radial Velocity",2021,167.5966158,43.9189897,396.08200000
"Kepler-326 d","Kepler-326",1.21000000,6.76688800000,0.0660000000,5105.00,0.801000,"Transit",2014,294.3255898,46.0022646,487.67500000
"Kepler-129 c","Kepler-129",2.52000000,82.20000000000,0.3900000000,5770.00,1.653000,"Transit",2014,285.3111845,47.8484775,408.84500000
"TOI-1775 b","TOI-1775",8.04728896,10.24055490000,0.0800000000,5284.00,0.828800,"Transit",2024,150.1151015,39.4577506,149.23400000
"K2-73 c","K2-73",13.00000000,1000.00000000000,,5867.00,1.058000,"Radial Velocity",2025,335.0256620,-9.0560881,269.18300000
"Kepler-1795 b","Kepler-1795",1.66301611,13.36019993000,0.1002000000,4500.00,0.688000,"Transit",2021,286.4792568,39.2698793,
"WASP-139 b","WASP-139",8.96720000,5.92426200000,0.0620000000,5310.00,0.800000,"Transit",2016,49.5621730,-41.3020235,212.47200000
"Kepler-512 b","Kepler-512",2.69000000,34.43587975000,0.2139500000,5997.00,1.300000,"Transit",2016,298.2689217,48.9167391,467.37500000
"HD 191939 e","HD 191939",13.00000000,101.12000000000,0.4070000000,5348.00,0.940000,"Radial Velocity",2022,302.0256247,66.8503014,53.60890000
"HD 72490 b","HD 72490",13.50000000,858.00000000000,1.8800000000,4934.00,4.960000,"Radial Velocity",2018,128.4028287,13.5507189,126.33900000
"Kepler-1468 d","Kepler-1468",3.33187146,19.59059906000,0.1456000000,5794.00,1.496000,"Transit",2021,293.5198289,41.2773671,1899.24000000
"HD 75898 b","HD 75898",13.20000000,422.82000000000,1.2025000000,6122.00,1.550000,"Radial Velocity",2007,133.4611999,33.0566885,78.05050000
"Kepler-1459 b","Kepler-1459",1.36000000,62.86916110000,0.2829000000,4828.00,0.740000,"Transit",2016,282.4229401,46.0139761,455.47900000
"Kepler-1769 b","Kepler-1769",4.46500000,89.19349670000,0.4059800000,6071.00,1.295000,"Transit",2021,294.7433755,43.4611633,438.41200000
"Kepler-1987 e","Kepler-1987",1.92000000,8.74292005000,0.0765000000,4769.00,0.714000,"Transit",2023,295.8254663,42.9433716,595.68300000
"KOI-351 f","KOI-351",2.88000000,124.91440000000,0.4800000000,6080.00,1.200000,"Transit",2013,284.4334642,49.3051239,848.25400000
"Kepler-1615 b","Kepler-1615",2.06000000,47.31261920000,0.2788000000,5865.00,1.050000,"Transit",2016,286.3592066,42.2273971,1393.83000000
"K2-285 b","K2-285",2.59000000,3.47174500000,0.0381700000,4975.00,0.787000,"Transit",2018,349.3843458,1.3001522,154.96100000
"Kepler-880 b","Kepler-880",2.66000000,7.71468975000,0.0915000000,6761.00,1.740000,"Transit",2016,281.9712347,43.6727839,601.32400000
"Kepler-351 d","Kepler-351",2.72000000,142.54424700000,0.5177000000,5225.00,0.780000,"Transit",2016,286.4527949,42.6577891,1083.91000000
"Kepler-324 b","Kepler-324",1.14000000,4.38531500000,0.0500000000,5194.00,0.840000,"Transit",2014,286.4714473,49.6490933,501.57400000
"GJ 251 b","GJ 251",1.79000000,14.23700000000,0.0808000000,3342.00,0.360000,"Radial Velocity",2020,103.7002499,33.2664632,5.58057000
"Kepler-1931 b","Kepler-1931",2.65323514,38.57609940000,0.2332900000,6167.00,1.221000,"Transit",2021,290.8723061,43.3330104,620.09100000
"HD 80653 b","HD 80653",1.61300000,0.71957300000,0.0166100000,5959.00,1.220000,"Transit",2020,140.3390845,14.3678691,109.86000000
"Kepler-570 b","Kepler-570",2.45000000,4.30166200300,0.0497000000,5496.00,0.900000,"Transit",2016,290.4376111,48.7918597,568.14800000
"Kepler-1396 b","Kepler-1396",2.07000000,18.22064210000,0.1406000000,6195.00,1.270000,"Transit",2016,294.3363936,44.9182296,1066.46000000
"Kepler-1165 c","Kepler-1165",3.36093385,29.96870041000,0.1969000000,6249.00,1.076000,"Transit",2021,286.9712284,44.7082669,1575.20000000
"Kepler-640 b","Kepler-640",2.56000000,22.24813967000,0.1541800000,5653.00,0.940000,"Transit",2016,296.0322000,42.1317392,557.78700000
"Kepler-893 b","Kepler-893",3.03000000,6.33855761000,0.0699000000,5820.00,0.990000,"Transit",2016,284.9630591,43.9130282,1285.59000000
"TOI-1136 d","TOI-1136",4.62700000,12.51990000000,0.1062000000,5770.00,0.968000,"Transit",2022,192.1848981,64.8552755,84.53620000
"HD 103949 b","HD 103949",3.35000000,120.87800000000,0.4390000000,4792.00,0.753113,"Radial Velocity",2019,179.5479558,-23.9241221,26.49970000
"Kepler-1487 c","Kepler-1487",7.97000000,35.80071120000,0.2588000000,5745.00,3.955000,"Transit",2023,295.4980737,38.6444499,1014.62000000
"Kepler-722 c","Kepler-722",2.82000000,105.14474900000,0.4471000000,5863.00,1.050000,"Transit",2016,290.2632874,44.5564051,1239.50000000
"TOI-6255 b","TOI-6255",1.07900000,0.23818244000,,3421.00,0.370000,"Transit",2024,331.5031606,39.2988284,20.31670000
"Kepler-170 b","Kepler-170",3.20000000,7.93059200000,0.0800000000,5679.00,1.035000,"Transit",2014,284.5211975,41.6296562,738.65700000
"Kepler-1542 e","Kepler-1542",0.76000000,5.10115756000,0.0564900000,5564.00,0.990000,"Transit",2016,285.7284757,42.6544651,399.11400000
"Kepler-789 b","Kepler-789",2.12000000,8.63847725000,0.0951000000,5870.00,1.020000,"Transit",2016,295.9751549,38.9466396,1480.16000000
"Kepler-328 c","Kepler-328",5.40000000,71.31200000000,0.3540000000,6064.00,1.060000,"Transit",2013,295.8092756,40.0084866,2213.19000000
"TOI-2669 b","TOI-2669",19.72780603,6.20340000000,,4800.00,4.100000,"Transit",2022,134.7226445,-13.3125792,393.44300000
"Kepler-299 b","Kepler-299",1.32000000,2.92712800000,0.0400000000,5617.00,1.032000,"Transit",2014,283.2070156,48.5805222,1052.24000000
"Kepler-10 c","Kepler-10",2.35500000,45.29430100000,0.2410000000,5708.00,1.065000,"Transit",2011,285.6792980,50.2414842,185.50600000
"K2-154 c","K2-154",2.07000000,7.95486000000,0.0677000000,4097.00,0.630000,"Transit",2018,189.0015173,-2.6696217,129.35600000
"KELT-9 b","KELT-9",21.19621900,1.48112350000,0.0346200000,10170.00,2.362000,"Transit",2017,307.8598998,39.9389161,204.45500000
"Kepler-1821 b","Kepler-1821",2.59248115,16.45809937000,0.1244000000,5475.00,0.884000,"Transit",2021,294.5254573,49.8724840,799.69900000
"HD 109833 b","HD 109833",2.88800000,9.18852600000,,5881.00,1.000000,"Transit",2022,189.7758591,-74.5740205,79.55610000
"HD 164922 b","HD 164922",13.30000000,1207.00000000000,2.1600000000,5390.00,0.946000,"Radial Velocity",2005,270.6304652,26.3104077,22.00160000
"TOI-1758 b","TOI-1758",3.62000000,20.70507468500,0.1414090000,5169.00,0.810000,"Transit",2024,354.7415810,75.6852317,96.62150000
"HIP 71135 b","HIP 71135",4.55000000,87.19000000000,0.3350000000,4146.00,0.681296,"Radial Velocity",2019,218.2158073,-52.6464757,32.33110000
"Kepler-55 f","Kepler-55",1.59000000,10.19854500000,0.0810000000,4503.00,0.619000,"Transit",2014,285.1683291,44.0264898,578.79600000
"Kepler-1073 d","Kepler-1073",1.48770949,2.50476002700,0.0352000000,5509.00,1.116000,"Transit",2021,294.1527259,38.2330886,809.89700000
"Kepler-804 c","Kepler-804",1.14000000,9.65185017000,0.0865400000,5817.00,1.050000,"Transit",2016,293.3722109,44.7851812,649.65000000
"GJ 15 A b","GJ 15 A",1.55000000,11.44070000000,0.0720000000,3607.00,0.380000,"Radial Velocity",2014,4.6126677,44.0247296,3.56228000
"Kepler-135 c","Kepler-135",1.16000000,11.44870800000,0.1030000000,6090.00,1.275000,"Transit",2014,290.4950939,38.7954956,621.85500000
"TOI-1346 c","TOI-1346",2.23000000,5.50255800000,,5099.00,0.780000,"Transit",2025,256.6226752,68.8433031,115.45000000
"HD 73526 b","HD 73526",13.10000000,188.30000000000,0.6500000000,5601.00,1.530000,"Radial Velocity",2002,129.3183310,-41.3184231,97.23960000
"Kepler-959 b","Kepler-959",4.38000000,14.80074836000,0.1633000000,7005.00,2.010000,"Transit",2016,292.1711850,40.8113849,807.72900000
"TOI-198 b","TOI-198",1.44000000,10.21520000000,0.1000000000,3650.00,0.441000,"Transit",2023,2.2715087,-27.1217452,23.72620000
"Kepler-1304 b","Kepler-1304",2.29000000,16.12888530000,0.1202000000,5259.00,0.810000,"Transit",2016,285.2763652,39.4468274,2176.08000000
"PH2 b","PH2",9.33708092,282.52542000000,0.8330000000,5734.00,0.949000,"Transit",2013,289.7636212,51.9626830,343.86300000
"Kepler-1043 b","Kepler-1043",2.55000000,38.50533980000,0.2159000000,5629.00,0.900000,"Transit",2016,281.6629579,47.5685927,903.33200000
"Kepler-156 c","Kepler-156",2.55000000,15.90680100000,0.1170000000,5094.00,0.807000,"Transit",2014,290.2964214,37.7494271,443.48300000
"TOI-1135 b","TOI-1135",9.34085000,8.02772830000,0.0823374030,5962.70,1.150000,"Transit",2024,193.3963704,85.1294952,114.04800000
"Kepler-168 b","Kepler-168",1.46000000,4.42539100000,0.0560000000,6282.00,1.107000,"Transit",2014,294.7101832,39.8250437,1343.60000000
"K2-238 b","K2-238",14.57170000,3.20466000000,0.0460000000,5630.00,1.590000,"Transit",2018,347.7043164,-7.8575592,537.96300000
"WASP-69 b","WASP-69",11.21000000,3.86813881000,0.0453000000,4792.00,0.801000,"Transit",2014,315.0259661,-5.0948570,49.96050000
"Kepler-1708 b","Kepler-1708",9.96000000,737.11310000000,1.6400000000,6157.00,1.117000,"Transit",2021,296.8241065,43.6248197,1666.69000000
"WASP-173 A b","WASP-173 A",13.45080000,1.38665318000,0.0248000000,5800.00,1.110000,"Transit",2018,354.1686959,-34.6113042,232.98000000
"Kepler-1310 b","Kepler-1310",1.44000000,0.67933627200,0.0145200000,5549.00,0.880000,"Transit",2016,283.9200236,40.7400419,569.18500000
"K2-271 b","K2-271",7.28000000,8.56242100000,0.0770000000,5644.00,0.990000,"Transit",2018,125.2239144,16.0907958,564.45400000
"HD 154857 b","HD 154857",13.30000000,408.60001000000,1.2900000000,5589.00,2.300000,"Radial Velocity",2004,257.8161940,-56.6810380,63.44820000
"Kepler-1404 b","Kepler-1404",2.01000000,15.93147390000,0.1143000000,5261.00,0.800000,"Transit",2016,296.0094827,50.4983929,962.18300000
"K2-99 c","K2-99",12.60000000,522.20000000000,1.4300000000,6069.00,2.550000,"Radial Velocity",2022,208.7737624,-5.4424943,519.22900000
"TOI-1728 b","TOI-1728",5.05000000,3.49151000000,0.0391000000,3980.00,0.624300,"Transit",2020,120.6116787,64.7971531,60.79800000
"Kepler-902 b","Kepler-902",2.54000000,40.10995470000,0.2230000000,5647.00,0.930000,"Transit",2016,289.7317067,46.9538750,1165.34000000
"Kepler-894 b","Kepler-894",2.78000000,9.80322400000,0.0916000000,5603.00,0.850000,"Transit",2016,288.7340513,46.9393630,1162.91000000
"WASP-158 b","WASP-158",11.99363000,3.65633300000,0.0517000000,6350.00,1.390000,"Transit",2018,4.1463468,-10.9764226,524.99300000
"HD 64121 b","HD 64121",13.20000000,623.00000000000,1.5100000000,5078.00,5.440000,"Radial Velocity",2022,117.3651424,-54.8126136,129.96600000
"TOI-6478 b","TOI-6478",4.60000000,34.00501900000,0.1136000000,3230.00,0.234000,"Transit",2025,149.9918059,-16.1597935,38.60570000
"Kepler-213 c","Kepler-213",2.34000000,4.82296200000,0.0570000000,5696.00,1.195000,"Transit",2014,290.8241931,44.6472832,634.93900000
"Kepler-1561 b","Kepler-1561",1.09000000,1.00520700700,0.0194000000,5957.00,1.110000,"Transit",2016,296.9235822,43.5664628,839.07600000
"Kepler-1338 b","Kepler-1338",0.92000000,0.93511805700,0.0193700000,5909.00,1.050000,"Transit",2016,284.0422701,41.6990348,753.26000000
"Kepler-53 d","Kepler-53",2.12000000,9.75196200000,0.0910000000,6085.00,0.958000,"Transit",2014,290.4617926,40.5624966,1366.07000000
"HD 63935 c","HD 63935",3.06451296,21.40270000000,0.1480000000,5513.00,0.959800,"Radial Velocity",2021,117.9246417,9.3852412,48.97390000
"Kepler-542 b","Kepler-542",1.57000000,13.14497566000,0.1070300000,5526.00,0.900000,"Transit",2016,292.2149697,38.5485469,436.01600000
"Kepler-394 c","Kepler-394",1.66000000,12.13068600000,0.1100000000,6402.00,1.132000,"Transit",2014,296.3019792,50.6723115,1058.72000000
"HD 213240 b","HD 213240",12.80000000,882.70001000000,1.8900000000,5979.00,1.510000,"Radial Velocity",2001,337.7506266,-49.4341037,40.87070000
"Kepler-1640 b","Kepler-1640",4.82000000,7.58441260000,0.0836000000,6324.00,1.430000,"Transit",2016,294.5577857,40.8504949,1859.78000000
"Kepler-1423 b","Kepler-1423",1.06000000,23.95537800000,0.1586000000,4939.00,0.750000,"Transit",2016,288.2437481,41.1100655,449.00000000
"AF Lep b","AF Lep",13.00000000,8905.00000000000,8.9960000000,6140.00,1.250000,"Imaging",2023,81.7699216,-11.9011752,26.85640000
"TOI-406 c","TOI-406",1.32000000,3.30744100000,0.0322000000,3392.00,0.410000,"Transit",2024,49.2626428,-42.2441492,31.05970000
"Kepler-1894 c","Kepler-1894",1.21000000,5.05368985000,0.0576000000,5772.00,0.901000,"Transit",2023,295.5864604,49.6668523,935.19100000
"K2-140 b","K2-140",13.56286665,6.56918800000,0.0680000000,5585.00,1.060000,"Transit",2017,188.1373172,-9.6076115,347.91700000
"Kepler-1512 b","Kepler-1512",1.18000000,20.35972599000,0.1369300000,4372.00,0.670000,"Transit",2016,289.2744976,44.4704056,162.00000000
"Kepler-825 b","Kepler-825",1.53000000,3.77360059000,0.0453000000,5976.00,1.080000,"Transit",2016,294.7698250,39.3984081,807.85000000
"Kepler-245 c","Kepler-245",2.18000000,17.46081200000,0.1240000000,5100.00,0.795000,"Transit",2014,291.6389972,42.4363482,861.52700000
"Kepler-1233 b","Kepler-1233",2.60000000,45.12630420000,0.2630000000,6198.00,1.250000,"Transit",2016,297.3750954,46.6622201,1178.70000000
"K2-331 b","K2-331",1.79000000,9.39897700000,,5994.00,1.060000,"Transit",2021,132.7376431,13.1702690,211.43000000
"Kepler-1398 b","Kepler-1398",0.90000000,2.78815679000,0.0390900000,6126.00,1.180000,"Transit",2016,294.8661073,48.6389923,852.20400000
"TOI-2427 b","TOI-2427",1.80000000,1.30600110000,0.0202000000,4072.00,0.650000,"Transit",2022,52.2917315,-31.3628665,28.51470000
"USco1621 b","USco1621 A",12.20000000,,2880.0000000000,3460.00,0.710071,"Imaging",2019,245.3730855,-25.4954265,137.90100000
"Kepler-607 b","Kepler-607",0.87000000,0.63816320400,0.0137000000,5196.00,0.800000,"Transit",2016,291.0571451,44.6323060,519.12200000
"Kepler-1981 b","Kepler-1981",9.23000000,453.54212000000,1.3292000000,5874.00,3.006000,"Transit",2023,287.9754691,38.7402988,659.39500000
"Kepler-1784 b","Kepler-1784",2.79936489,13.59049988000,0.1072000000,5442.00,0.974000,"Transit",2021,297.9541684,44.6674491,883.04500000
"TOI-6695 c","TOI-6695",13.60000000,242.40000000000,0.8380000000,6400.00,1.517000,"Radial Velocity",2025,129.5720221,-23.5502170,282.53600000
"Kepler-1019 b","Kepler-1019",1.46000000,1.41122984700,0.0221000000,4433.00,0.670000,"Transit",2016,283.7175909,47.2043818,194.18200000
"Kepler-1894 b","Kepler-1894",1.20117759,2.76266002700,0.0385000000,5772.00,0.901000,"Transit",2021,295.5864604,49.6668523,935.19100000
"TOI-6109 c","TOI-6109",4.83260000,8.53887800000,0.0786000000,5660.00,1.021000,"Transit",2025,50.1319206,42.6069564,151.73800000
"Kepler-97 b","Kepler-97",1.48000000,2.58664000000,0.0356300000,5779.00,0.980000,"Transit",2014,287.3265292,48.6733443,400.90700000
"Kepler-1230 b","Kepler-1230",2.71000000,9.95661537000,0.0921000000,5961.00,1.080000,"Transit",2016,283.2645129,41.7114526,1364.22000000
"Kepler-300 b","Kepler-300",1.67000000,10.44634700000,0.0940000000,5986.00,0.900000,"Transit",2014,295.2886934,48.5997243,1098.45000000
"TOI-1266 c","TOI-1266",1.98000000,18.80270000000,0.1050000000,3563.00,0.423200,"Transit",2020,197.9965833,65.8336973,36.01180000
"K2-75 c","K2-75",2.77000000,18.31100000000,0.1429000000,5995.00,1.560000,"Transit",2016,338.8448960,-7.4698950,561.93000000
"K2-337 b","K2-337",2.62000000,16.27356300000,,5869.00,1.320000,"Transit",2021,127.7611370,16.9004702,421.63600000
"TOI-1777.01","TOI-1777",2.24600000,14.65011197400,0.1194660000,5859.00,0.980000,"Transit",2024,151.8070320,46.1148814,79.76650000
"HD 47186 b","HD 47186",5.02000000,4.08450000000,0.0500000000,5657.00,1.080000,"Radial Velocity",2008,99.0367212,-27.6234285,37.45740000
"Kepler-1024 b","Kepler-1024",3.91000000,66.41621330000,0.3033000000,5143.00,0.780000,"Transit",2016,291.9510277,38.2516419,1087.40000000
"Kepler-1559 b","Kepler-1559",0.72000000,0.97191542800,0.0183500000,5316.00,0.820000,"Transit",2016,292.2866565,42.0725948,614.82700000
"Kepler-1725 b","Kepler-1725",2.81251770,16.71990013000,0.1326300000,6020.00,1.085000,"Transit",2021,294.3735518,40.1946345,558.65200000
